Origin_airport,Destination_airport,Passengers,Seats,Distance,Destination_City,Origin_City
LYH,AHN,1,19,329,ATHENS,LYNCHBURG
PIT,AHN,0,50,483,ATHENS,PITTSBURGH
CLT,AHN,670,1349,162,ATHENS,CHARLOTTE
TCL,AHN,25,50,252,ATHENS,TUSCALOOSA
GNV,AHN,40,50,300,ATHENS,GAINESVILLE
BTR,AHN,0,50,515,ATHENS,BATON ROUGE
CID,AHN,0,50,713,ATHENS,CEDAR RAPIDS
ATL,AHN,0,66,67,ATHENS,ATLANTA
PVD,AHN,0,50,842,ATHENS,PROVIDENCE
GSP,AHN,5,19,91,ATHENS,GREENVILLE
BNA,AHN,43,50,242,ATHENS,NASHVILLE
LEX,AHN,48,50,291,ATHENS,LEXINGTON
LIT,AHN,47,50,511,ATHENS,LITTLE ROCK
TYS,AHN,50,50,134,ATHENS,KNOXVILLE
XNA,AHN,39,50,642,ATHENS,FAYETTEVILLE
IND,AHN,0,50,431,ATHENS,INDIANAPOLIS
AVL,AHN,10,19,112,ATHENS,ASHEVILLE
RDU,AHN,0,50,290,ATHENS,RALEIGH
CAE,AHN,0,50,127,ATHENS,COLUMBIA
TUP,AHN,34,50,313,ATHENS,TUPELO
BUF,AHN,0,50,668,ATHENS,BUFFALO
CHO,AHN,0,50,397,ATHENS,CHARLOTTESVILLE
CMI,AHN,0,50,501,ATHENS,CHAMPAIGN
SAV,AHN,0,50,176,ATHENS,SAVANNAH
AND,AHN,0,50,52,ATHENS,ANDERSON
IAD,AHN,0,74,475,ATHENS,WASHINGTON
TLH,AHN,0,50,252,ATHENS,TALLAHASSEE
MSY,AHN,90,100,489,ATHENS,NEW ORLEANS
OKC,AHN,31,50,818,ATHENS,OKLAHOMA CITY
TUS,AHN,46,56,1603,ATHENS,TUCSON
MCN,AHN,11,180,88,ATHENS,MACON
RIC,AHN,27,50,417,ATHENS,RICHMOND
STL,AHN,25,50,513,ATHENS,ST. LOUIS
SHV,AHN,50,50,617,ATHENS,SHREVEPORT
TPA,AHN,24,50,414,ATHENS,TAMPA
MLU,AHN,0,50,514,ATHENS,MONROE
LNK,AHN,36,50,877,ATHENS,LINCOLN
MEM,MMI,0,50,0,ATHENS,MEMPHIS
MCI,MMI,0,50,620,ATHENS,KANSAS CITY
